GRE_Score,TOEFL_Score,University_Rating,SOP,LOR,CGPA,Research,Chance_of_Admit
319,110,1,4.2,3.1,8.58,1,0.555
315,113,1,4.9,2.1,6.31,1,0.494
333,119,3,1.4,4.4,6.57,0,0.579
317,93,4,3.4,2.6,9.6,1,0.657
316,113,4,2.0,3.6,9.54,0,0.678
295,92,2,3.2,2.0,9.81,1,0.395
291,100,3,2.3,1.1,7.71,1,0.263
310,95,1,2.1,2.6,9.14,0,0.395
340,95,4,3.3,3.1,9.31,1,0.716
336,95,2,1.7,2.8,7.26,1,0.586
322,91,4,2.9,4.8,6.58,1,0.497
322,115,5,3.6,3.8,9.99,0,0.731
309,91,4,1.5,5.0,6.12,1,0.34
299,102,2,4.7,2.2,8.39,0,0.32
290,111,5,3.0,4.2,8.6,0,0.493
307,120,4,4.3,3.2,8.73,0,0.56
306,116,4,3.6,3.4,7.02,1,0.582
299,94,5,3.8,4.9,8.89,1,0.471
303,120,5,3.9,3.6,6.87,1,0.565
291,110,1,4.5,4.6,9.32,0,0.507
321,95,5,3.5,3.9,6.88,1,0.432
337,103,4,2.1,1.5,8.79,0,0.702
325,118,2,1.4,3.8,9.13,0,0.59
312,102,2,3.4,2.9,6.76,1,0.42
311,95,4,1.3,4.7,6.95,1,0.452
305,117,2,2.0,4.2,9.12,1,0.597
297,119,3,1.2,1.4,6.34,0,0.283
320,120,4,3.2,1.5,6.76,1,0.61
318,119,4,1.6,1.3,7.82,1,0.577
290,117,5,3.4,3.0,9.72,1,0.669
311,104,1,4.2,1.3,8.25,0,0.422
304,95,2,4.3,3.9,7.55,0,0.465
298,109,5,2.2,3.2,9.91,1,0.619
325,96,3,3.2,4.3,7.85,1,0.48
316,104,2,3.3,2.1,7.73,1,0.603
322,110,2,2.9,3.1,7.65,1,0.521
326,119,2,3.6,1.5,7.25,0,0.601
340,98,3,1.8,4.5,7.3,1,0.614
330,97,2,4.9,1.7,8.75,0,0.606
321,112,4,1.4,1.4,6.16,1,0.415
